pr_number,lines_of_code_changed,number_of_files_changed,labels,number_of_assignees,number_of_linked_issues,time_since_last_commit,issue_text,number_of_reviews_requested,number_of_milestones,dependency_changes,number_of_commits,test_coverage,repo,issue_text_wordiness,label_count,Issue Lifetime,day_of_week,weekday,Author PRs Opened,Open PRs at Open Date,Issues Closed in Last 2 Weeks,Issues Opened in Last 2 Weeks
7000,87,4,[],1,0,3503384.823071,resolves fixed what it intended to fix but incorrectly where it intended there to be only one sample block deletion callback instance it was accidentally copied defeating the purpose of the design use to fill the checkboxes below like signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is sequence of easily reviewable commits each commit message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the pr recommended each commit compiles and runs on my machine without known undesirable changes of behavior qa fixes it may still take long time but now there is the progress dialog that was supposed to be there is still fixed,1,0,False,1,,1,99,0,2,1,1,5,4,28,32
6998,2,1,[],0,0,3568348.853108,resolves signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is sequence of easily reviewable commits each commit message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the pr recommended each commit compiles and runs on my machine without known undesirable changes of behavior qa effect menu has legacy section containing legacy compressor legacy limiter and classic filters,0,0,False,1,,1,97,0,2,1,1,4,4,26,29
6993,25,3,[],0,0,3585255.446512,resolves while discussing issue lwinterberg dozzzzer kryksyh came up with these changes to new clip naming previous behavior recordings are named as generated clips are named as clip copies are named as originalname copyno trackname trackname trackname clipno trackname clipno clip copies keep the original name without additional numbering use to fill the checkboxes below like signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is sequence of easily reviewable commits each commit message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the pr recommended each commit compiles and runs on my machine without known undesirable changes of behavior,1,0,False,1,,1,91,0,3,3,1,3,6,25,19
6956,87,1,['UI'],0,0,3581869.437744,,0,1,False,2,,1,132,0,2,0,1,6,5,24,25
6994,148,13,[],0,0,3655554.445594,resolves make the indicator and the ruler responsive to the track panel height change adjust styling according to the design spec use to fill the checkboxes below like signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is sequence of easily reviewable commits each commit message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the pr recommended each commit compiles and runs on my machine without known undesirable changes of behavior,0,0,False,3,,1,0,0,2,0,1,4,5,23,26
6997,18,2,[],1,0,3646093.580157,resolves,0,0,False,1,,1,152,0,2,0,1,4,6,21,27
6992,993,11,[],1,0,3658479.870787,resolves,0,0,False,3,,1,95,0,1,1,1,5,6,22,28
6968,17,2,[],1,0,3658725.91567,resolves,1,0,False,1,,1,198,0,1,0,1,3,4,19,23
6983,242,10,[],0,0,3675053.608506,,0,0,False,1,,1,0,0,2,0,1,0,4,20,24
6984,200,2,[],1,0,3675587.867039,,0,0,False,1,,1,110,0,2,4,1,5,3,18,21
6985,171,6,[],0,0,3679583.886159,resolves signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is sequence of easily reviewable commits each commit message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the pr recommended each commit compiles and runs on my machine without known undesirable changes of behavior qa is fixed also test that stretching clips still shows and plays the correct envelope,0,0,False,1,,1,2,0,2,3,1,3,5,16,20
6988,29,4,[],0,0,3677603.01309,switch win ci from to crash on start added libjpeg libpng dependency fixed install libs suffix,0,0,False,1,,1,2,0,3,2,1,4,5,15,16
6979,38,3,[],0,0,3765362.057942,resolves resolves,0,0,False,1,,1,2,0,2,3,1,2,5,14,18
6981,1050,25,[],0,0,3742144.373297,resolves signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is sequence of easily reviewable commits each commit message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the pr recommended each commit compiles and runs on my machine without known undesirable changes of behavior,0,0,False,6,,1,0,0,2,2,1,1,6,13,17
6974,366,13,[],0,0,3999474.457297,,0,0,False,1,,1,0,0,3,0,1,2,2,12,9
6969,3,1,[],1,0,4010636.905103,resolves,0,0,False,1,,1,97,0,2,1,1,1,4,11,13
6958,69,5,[],0,0,4023023.768574,resolves use to fill the checkboxes below like signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is sequence of easily reviewable commits each commit message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the pr recommended each commit compiles and runs on my machine without known undesirable changes of behavior,0,0,False,2,,1,22,0,2,1,1,2,3,10,12
6966,93,5,[],0,0,4091541.457719,resolves use to fill the checkboxes below like signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is sequence of easily reviewable commits each commit message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the pr recommended each commit compiles and runs on my machine without known undesirable changes of behavior qa is fixed also works for pitch shift values with cents use the pitch and speed clip dialog for that,0,0,False,3,,1,4,0,3,0,1,1,4,9,11
6960,20,3,[],0,0,4091646.144268,,0,0,False,2,,1,78,0,1,0,1,3,3,8,10
6935,62,5,[],0,0,4110940.235093,resolves think the perfect fix would be to fail the hit test when the track is minimized and the cursor is above the left right channel horizontal line but couldn figure out how to make this work and think this simple fix does the trick ux wise use to fill the checkboxes below like signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is sequence of easily reviewable commits each commit message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the pr recommended each commit compiles and runs on my machine without known undesirable changes of behavior,0,0,False,3,,1,0,0,3,4,1,0,2,7,7
6953,490,5,[],0,0,4171718.727508,,0,0,False,1,,1,2,0,3,4,1,0,1,6,5
6951,27,1,[],1,0,4198207.132265,resolves,0,0,False,1,,1,88,0,2,4,1,0,2,4,4
6937,2,1,[],1,0,4198242.213969,resolves before main toolbar image effects panel after main toolbar image image effects panel image image use to fill the checkboxes below like signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is sequence of easily reviewable commits each commit message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the pr recommended each commit compiles and runs on my machine without known undesirable changes of behavior,0,0,False,1,,1,115,0,2,3,1,1,2,2,2
6936,4,2,[],0,0,4348434.181978,fulfill the precondition of by duplicating the only channel into two resolves signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is sequence of easily reviewable commits each commit message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the pr recommended each commit compiles and runs on my machine without known undesirable changes of behavior,0,0,False,1,,1,0,0,2,3,1,0,1,1,1
6925,5,1,[],1,0,4349083.564614,resolves to prevent audacity from opening projects created in newer versions update the project version to min maj on project save use to fill the checkboxes below like signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is sequence of easily reviewable commits each commit message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the pr recommended each commit compiles and runs on my machine without known undesirable changes of behavior,0,0,False,1,,1,135,0,2,3,1,0,0,0,0
